from,to,tipo,fuente
a744,a90,diagnostico_diferencial,sintetico
a744,a289,diagnostico_diferencial,sintetico
a745,a820,diagnostico_diferencial,sintetico
a745,a787,diagnostico_diferencial,sintetico
a745,a693,diagnostico_diferencial,sintetico
a745,a869,diagnostico_diferencial,sintetico
a745,a644,diagnostico_diferencial,sintetico
a746,a484,diagnostico_diferencial,sintetico
a746,a871,diagnostico_diferencial,sintetico
a746,a300,diagnostico_diferencial,sintetico
a746,a654,diagnostico_diferencial,sintetico
a746,a877,diagnostico_diferencial,sintetico
a747,a128,diagnostico_diferencial,sintetico
a747,a879,diagnostico_diferencial,sintetico
a747,a115,diagnostico_diferencial,sintetico
a747,a106,diagnostico_diferencial,sintetico
a747,a574,diagnostico_diferencial,sintetico
a748,a619,diagnostico_diferencial,sintetico
a748,a762,diagnostico_diferencial,sintetico
a748,a245,diagnostico_diferencial,sintetico
a748,a85,diagnostico_diferencial,sintetico
a748,a528,diagnostico_diferencial,sintetico
a749,a274,diagnostico_diferencial,sintetico
a749,a623,diagnostico_diferencial,sintetico
a749,a326,diagnostico_diferencial,sintetico
a749,a356,diagnostico_diferencial,sintetico
a749,a32,diagnostico_diferencial,sintetico
a750,a93,diagnostico_diferencial,sintetico
a750,a444,diagnostico_diferencial,sintetico
a750,a521,diagnostico_diferencial,sintetico
a750,a883,diagnostico_diferencial,sintetico
a750,a961,diagnostico_diferencial,sintetico
a751,a181,diagnostico_diferencial,sintetico
a751,a703,diagnostico_diferencial,sintetico
a751,a841,diagnostico_diferencial,sintetico
a751,a502,diagnostico_diferencial,sintetico
a751,a545,diagnostico_diferencial,sintetico
a752,a444,diagnostico_diferencial,sintetico
a752,a194,diagnostico_diferencial,sintetico
a752,a814,diagnostico_diferencial,sintetico
a752,a241,diagnostico_diferencial,sintetico
a752,a109,diagnostico_diferencial,sintetico
a753,a722,diagnostico_diferencial,sintetico
a753,a766,diagnostico_diferencial,sintetico
a753,a66,diagnostico_diferencial,sintetico
a753,a191,diagnostico_diferencial,sintetico
a753,a992,diagnostico_diferencial,sintetico
a754,a44,diagnostico_diferencial,sintetico
a754,a708,diagnostico_diferencial,sintetico
a754,a248,diagnostico_diferencial,sintetico
a754,a354,diagnostico_diferencial,sintetico
a754,a855,diagnostico_diferencial,sintetico
a755,a949,diagnostico_diferencial,sintetico
a755,a348,diagnostico_diferencial,sintetico
a755,a72,diagnostico_diferencial,sintetico
a755,a935,diagnostico_diferencial,sintetico
a755,a851,diagnostico_diferencial,sintetico
a756,a875,diagnostico_diferencial,sintetico
a756,a391,diagnostico_diferencial,sintetico
a756,a989,diagnostico_diferencial,sintetico
a756,a193,diagnostico_diferencial,sintetico
a756,a836,diagnostico_diferencial,sintetico
a757,a479,diagnostico_diferencial,sintetico
a757,a946,diagnostico_diferencial,sintetico
a757,a949,diagnostico_diferencial,sintetico
a757,a908,diagnostico_diferencial,sintetico
a757,a470,diagnostico_diferencial,sintetico
a758,a921,diagnostico_diferencial,sintetico
a758,a372,diagnostico_diferencial,sintetico
a758,a127,diagnostico_diferencial,sintetico
a758,a898,diagnostico_diferencial,sintetico
a758,a781,diagnostico_diferencial,sintetico
a759,a111,diagnostico_diferencial,sintetico
a759,a663,diagnostico_diferencial,sintetico
a759,a496,diagnostico_diferencial,sintetico
a759,a430,diagnostico_diferencial,sintetico
a759,a274,diagnostico_diferencial,sintetico
a760,a621,diagnostico_diferencial,sintetico
a760,a855,diagnostico_diferencial,sintetico
a760,a943,diagnostico_diferencial,sintetico
a760,a592,diagnostico_diferencial,sintetico
a760,a977,diagnostico_diferencial,sintetico
a761,a9,diagnostico_diferencial,sintetico
a761,a292,diagnostico_diferencial,sintetico
a761,a457,diagnostico_diferencial,sintetico
a761,a846,diagnostico_diferencial,sintetico
a761,a850,diagnostico_diferencial,sintetico
a762,a628,diagnostico_diferencial,sintetico
a762,a5,diagnostico_diferencial,sintetico
a762,a786,diagnostico_diferencial,sintetico
a762,a132,diagnostico_diferencial,sintetico
a762,a614,diagnostico_diferencial,sintetico
a763,a871,diagnostico_diferencial,sintetico
a763,a273,diagnostico_diferencial,sintetico
a763,a536,diagnostico_diferencial,sintetico
a763,a481,diagnostico_diferencial,sintetico
a763,a200,diagnostico_diferencial,sintetico
a764,a293,diagnostico_diferencial,sintetico
a764,a643,diagnostico_diferencial,sintetico
a764,a476,diagnostico_diferencial,sintetico
a764,a613,diagnostico_diferencial,sintetico
a764,a11,diagnostico_diferencial,sintetico
a765,a509,diagnostico_diferencial,sintetico
a765,a987,diagnostico_diferencial,sintetico
a765,a721,diagnostico_diferencial,sintetico
a765,a246,diagnostico_diferencial,sintetico
a765,a226,diagnostico_diferencial,sintetico
a766,a403,diagnostico_diferencial,sintetico
a766,a504,diagnostico_diferencial,sintetico
a766,a535,diagnostico_diferencial,sintetico
a766,a976,diagnostico_diferencial,sintetico
a766,a103,diagnostico_diferencial,sintetico
a767,a546,diagnostico_diferencial,sintetico
a767,a439,diagnostico_diferencial,sintetico
a767,a831,diagnostico_diferencial,sintetico
a767,a232,diagnostico_diferencial,sintetico
a767,a376,diagnostico_diferencial,sintetico
a768,a819,diagnostico_diferencial,sintetico
a768,a900,diagnostico_diferencial,sintetico
a768,a87,diagnostico_diferencial,sintetico
a768,a457,diagnostico_diferencial,sintetico
a768,a538,diagnostico_diferencial,sintetico
a769,a830,diagnostico_diferencial,sintetico
a769,a485,diagnostico_diferencial,sintetico
a769,a632,diagnostico_diferencial,sintetico
a769,a987,diagnostico_diferencial,sintetico
a769,a801,diagnostico_diferencial,sintetico
a770,a139,diagnostico_diferencial,sintetico
a770,a357,diagnostico_diferencial,sintetico
a770,a953,diagnostico_diferencial,sintetico
a770,a598,diagnostico_diferencial,sintetico
a770,a865,diagnostico_diferencial,sintetico
a771,a242,diagnostico_diferencial,sintetico
a771,a269,diagnostico_diferencial,sintetico
a771,a296,diagnostico_diferencial,sintetico
a771,a8,diagnostico_diferencial,sintetico
a771,a708,diagnostico_diferencial,sintetico
a772,a817,diagnostico_diferencial,sintetico
a772,a893,diagnostico_diferencial,sintetico
a772,a88,diagnostico_diferencial,sintetico
a772,a292,diagnostico_diferencial,sintetico
a772,a916,diagnostico_diferencial,sintetico
a773,a921,diagnostico_diferencial,sintetico
a773,a469,diagnostico_diferencial,sintetico
a773,a528,diagnostico_diferencial,sintetico
a773,a847,diagnostico_diferencial,sintetico
a773,a821,diagnostico_diferencial,sintetico
a774,a86,diagnostico_diferencial,sintetico
a774,a893,diagnostico_diferencial,sintetico
a774,a300,diagnostico_diferencial,sintetico
a774,a24,diagnostico_diferencial,sintetico
a774,a260,diagnostico_diferencial,sintetico
a775,a948,diagnostico_diferencial,sintetico
a775,a878,diagnostico_diferencial,sintetico
a775,a198,diagnostico_diferencial,sintetico
a775,a258,diagnostico_diferencial,sintetico
a775,a358,diagnostico_diferencial,sintetico
a776,a226,diagnostico_diferencial,sintetico
a776,a753,diagnostico_diferencial,sintetico
a776,a187,diagnostico_diferencial,sintetico
a776,a856,diagnostico_diferencial,sintetico
a776,a58,diagnostico_diferencial,sintetico
a777,a448,diagnostico_diferencial,sintetico
a777,a589,diagnostico_diferencial,sintetico
a777,a134,diagnostico_diferencial,sintetico
a777,a43,diagnostico_diferencial,sintetico
a777,a805,diagnostico_diferencial,sintetico
a778,a229,diagnostico_diferencial,sintetico
a778,a661,diagnostico_diferencial,sintetico
a778,a497,diagnostico_diferencial,sintetico
a778,a659,diagnostico_diferencial,sintetico
a778,a326,diagnostico_diferencial,sintetico
a779,a792,diagnostico_diferencial,sintetico
a779,a289,diagnostico_diferencial,sintetico
a779,a627,diagnostico_diferencial,sintetico
a779,a302,diagnostico_diferencial,sintetico
a779,a955,diagnostico_diferencial,sintetico
a780,a344,diagnostico_diferencial,sintetico
a780,a438,diagnostico_diferencial,sintetico
a780,a113,diagnostico_diferencial,sintetico
a780,a94,diagnostico_diferencial,sintetico
a780,a9,diagnostico_diferencial,sintetico
a781,a335,diagnostico_diferencial,sintetico
a781,a783,diagnostico_diferencial,sintetico
a781,a692,diagnostico_diferencial,sintetico
a781,a636,diagnostico_diferencial,sintetico
a781,a645,diagnostico_diferencial,sintetico
a782,a451,diagnostico_diferencial,sintetico
a782,a616,diagnostico_diferencial,sintetico
a782,a714,diagnostico_diferencial,sintetico
a782,a950,diagnostico_diferencial,sintetico
a782,a426,diagnostico_diferencial,sintetico
a783,a134,diagnostico_diferencial,sintetico
a783,a740,diagnostico_diferencial,sintetico
a783,a971,diagnostico_diferencial,sintetico
a783,a868,diagnostico_diferencial,sintetico
a783,a704,diagnostico_diferencial,sintetico
a784,a619,diagnostico_diferencial,sintetico
a784,a352,diagnostico_diferencial,sintetico
a784,a389,diagnostico_diferencial,sintetico
a784,a906,diagnostico_diferencial,sintetico
a784,a682,diagnostico_diferencial,sintetico
a785,a430,diagnostico_diferencial,sintetico
a785,a662,diagnostico_diferencial,sintetico
a785,a22,diagnostico_diferencial,sintetico
a785,a163,diagnostico_diferencial,sintetico
a785,a561,diagnostico_diferencial,sintetico
a786,a399,diagnostico_diferencial,sintetico
a786,a25,diagnostico_diferencial,sintetico
a786,a609,diagnostico_diferencial,sintetico
a786,a354,diagnostico_diferencial,sintetico
a786,a676,diagnostico_diferencial,sintetico
a787,a640,diagnostico_diferencial,sintetico
a787,a87,diagnostico_diferencial,sintetico
a787,a153,diagnostico_diferencial,sintetico
a787,a352,diagnostico_diferencial,sintetico
a787,a757,diagnostico_diferencial,sintetico
a788,a827,diagnostico_diferencial,sintetico
a788,a295,diagnostico_diferencial,sintetico
a788,a398,diagnostico_diferencial,sintetico
a788,a353,diagnostico_diferencial,sintetico
a788,a644,diagnostico_diferencial,sintetico
a789,a893,diagnostico_diferencial,sintetico
a789,a378,diagnostico_diferencial,sintetico
a789,a720,diagnostico_diferencial,sintetico
a789,a30,diagnostico_diferencial,sintetico
a789,a660,diagnostico_diferencial,sintetico
a790,a370,diagnostico_diferencial,sintetico
a790,a657,diagnostico_diferencial,sintetico
a790,a670,diagnostico_diferencial,sintetico
a790,a841,diagnostico_diferencial,sintetico
a790,a180,diagnostico_diferencial,sintetico
a791,a657,diagnostico_diferencial,sintetico
a791,a736,diagnostico_diferencial,sintetico
a791,a602,diagnostico_diferencial,sintetico
a791,a60,diagnostico_diferencial,sintetico
a791,a193,diagnostico_diferencial,sintetico
a792,a110,diagnostico_diferencial,sintetico
a792,a203,diagnostico_diferencial,sintetico
a792,a610,diagnostico_diferencial,sintetico
a792,a281,diagnostico_diferencial,sintetico
a792,a581,diagnostico_diferencial,sintetico
a793,a112,diagnostico_diferencial,sintetico
a793,a612,diagnostico_diferencial,sintetico
a793,a908,diagnostico_diferencial,sintetico
a793,a81,diagnostico_diferencial,sintetico
a793,a818,diagnostico_diferencial,sintetico
a794,a338,diagnostico_diferencial,sintetico
a794,a636,diagnostico_diferencial,sintetico
a794,a826,diagnostico_diferencial,sintetico
a794,a476,diagnostico_diferencial,sintetico
a794,a319,diagnostico_diferencial,sintetico
a795,a879,diagnostico_diferencial,sintetico
a795,a351,diagnostico_diferencial,sintetico
a795,a931,diagnostico_diferencial,sintetico
a795,a475,diagnostico_diferencial,sintetico
a795,a111,diagnostico_diferencial,sintetico
a796,a153,diagnostico_diferencial,sintetico
a796,a69,diagnostico_diferencial,sintetico
a796,a615,diagnostico_diferencial,sintetico
a796,a588,diagnostico_diferencial,sintetico
a796,a815,diagnostico_diferencial,sintetico
a797,a589,diagnostico_diferencial,sintetico
a797,a132,diagnostico_diferencial,sintetico
a797,a869,diagnostico_diferencial,sintetico
a797,a136,diagnostico_diferencial,sintetico
a797,a393,diagnostico_diferencial,sintetico
a798,a592,diagnostico_diferencial,sintetico
a798,a545,diagnostico_diferencial,sintetico
a798,a390,diagnostico_diferencial,sintetico
a798,a677,diagnostico_diferencial,sintetico
a798,a821,diagnostico_diferencial,sintetico
a799,a628,diagnostico_diferencial,sintetico
a799,a838,diagnostico_diferencial,sintetico
a799,a651,diagnostico_diferencial,sintetico
a799,a419,diagnostico_diferencial,sintetico
a799,a443,diagnostico_diferencial,sintetico
a800,a996,diagnostico_diferencial,sintetico
a800,a41,diagnostico_diferencial,sintetico
a800,a909,diagnostico_diferencial,sintetico
a800,a106,diagnostico_diferencial,sintetico
a800,a750,diagnostico_diferencial,sintetico
a801,a971,diagnostico_diferencial,sintetico
a801,a30,diagnostico_diferencial,sintetico
a801,a755,diagnostico_diferencial,sintetico
a801,a527,diagnostico_diferencial,sintetico
a801,a6,diagnostico_diferencial,sintetico
a802,a136,diagnostico_diferencial,sintetico
a802,a628,diagnostico_diferencial,sintetico
a802,a529,diagnostico_diferencial,sintetico
a802,a992,diagnostico_diferencial,sintetico
a802,a312,diagnostico_diferencial,sintetico
a803,a477,diagnostico_diferencial,sintetico
a803,a618,diagnostico_diferencial,sintetico
a803,a238,diagnostico_diferencial,sintetico
a803,a960,diagnostico_diferencial,sintetico
a803,a379,diagnostico_diferencial,sintetico
a804,a698,diagnostico_diferencial,sintetico
a804,a466,diagnostico_diferencial,sintetico
a804,a70,diagnostico_diferencial,sintetico
a804,a970,diagnostico_diferencial,sintetico
a804,a414,diagnostico_diferencial,sintetico
a805,a10,diagnostico_diferencial,sintetico
a805,a733,diagnostico_diferencial,sintetico
a805,a590,diagnostico_diferencial,sintetico
a805,a460,diagnostico_diferencial,sintetico
a805,a591,diagnostico_diferencial,sintetico
a806,a555,diagnostico_diferencial,sintetico
a806,a66,diagnostico_diferencial,sintetico
a806,a610,diagnostico_diferencial,sintetico
a806,a482,diagnostico_diferencial,sintetico
a806,a928,diagnostico_diferencial,sintetico
a807,a603,diagnostico_diferencial,sintetico
a807,a125,diagnostico_diferencial,sintetico
a807,a497,diagnostico_diferencial,sintetico
a807,a102,diagnostico_diferencial,sintetico
a807,a834,diagnostico_diferencial,sintetico
a808,a345,diagnostico_diferencial,sintetico
a808,a868,diagnostico_diferencial,sintetico
a808,a805,diagnostico_diferencial,sintetico
a808,a914,diagnostico_diferencial,sintetico
a808,a785,diagnostico_diferencial,sintetico
a809,a38,diagnostico_diferencial,sintetico
a809,a287,diagnostico_diferencial,sintetico
a809,a338,diagnostico_diferencial,sintetico
a809,a126,diagnostico_diferencial,sintetico
a809,a294,diagnostico_diferencial,sintetico
a810,a208,diagnostico_diferencial,sintetico
a810,a853,diagnostico_diferencial,sintetico
a810,a914,diagnostico_diferencial,sintetico
a810,a725,diagnostico_diferencial,sintetico
a810,a288,diagnostico_diferencial,sintetico
a811,a844,diagnostico_diferencial,sintetico
a811,a170,diagnostico_diferencial,sintetico
a811,a64,diagnostico_diferencial,sintetico
a811,a483,diagnostico_diferencial,sintetico
a811,a103,diagnostico_diferencial,sintetico
a812,a230,diagnostico_diferencial,sintetico
a812,a178,diagnostico_diferencial,sintetico
a812,a167,diagnostico_diferencial,sintetico
a812,a932,diagnostico_diferencial,sintetico
a812,a792,diagnostico_diferencial,sintetico
a813,a473,diagnostico_diferencial,sintetico
a813,a354,diagnostico_diferencial,sintetico
a813,a669,diagnostico_diferencial,sintetico
a813,a9,diagnostico_diferencial,sintetico
a813,a331,diagnostico_diferencial,sintetico
a814,a645,diagnostico_diferencial,sintetico
a814,a964,diagnostico_diferencial,sintetico
a814,a507,diagnostico_diferencial,sintetico
a814,a247,diagnostico_diferencial,sintetico
a814,a184,diagnostico_diferencial,sintetico
a815,a788,diagnostico_diferencial,sintetico
a815,a740,diagnostico_diferencial,sintetico
a815,a109,diagnostico_diferencial,sintetico
a815,a732,diagnostico_diferencial,sintetico
a815,a826,diagnostico_diferencial,sintetico
a816,a74,diagnostico_diferencial,sintetico
a816,a815,diagnostico_diferencial,sintetico
a816,a948,diagnostico_diferencial,sintetico
a816,a928,diagnostico_diferencial,sintetico
a816,a946,diagnostico_diferencial,sintetico
a817,a340,diagnostico_diferencial,sintetico
a817,a95,diagnostico_diferencial,sintetico
a817,a835,diagnostico_diferencial,sintetico
a817,a573,diagnostico_diferencial,sintetico
a817,a748,diagnostico_diferencial,sintetico
a818,a181,diagnostico_diferencial,sintetico
a818,a393,diagnostico_diferencial,sintetico
a818,a429,diagnostico_diferencial,sintetico
a818,a211,diagnostico_diferencial,sintetico
a818,a141,diagnostico_diferencial,sintetico
a819,a97,diagnostico_diferencial,sintetico
a819,a745,diagnostico_diferencial,sintetico
a819,a521,diagnostico_diferencial,sintetico
a819,a239,diagnostico_diferencial,sintetico
a819,a322,diagnostico_diferencial,sintetico
a820,a444,diagnostico_diferencial,sintetico
a820,a294,diagnostico_diferencial,sintetico
a820,a678,diagnostico_diferencial,sintetico
a820,a861,diagnostico_diferencial,sintetico
a820,a461,diagnostico_diferencial,sintetico
a821,a466,diagnostico_diferencial,sintetico
a821,a825,diagnostico_diferencial,sintetico
a821,a836,diagnostico_diferencial,sintetico
a821,a79,diagnostico_diferencial,sintetico
a821,a235,diagnostico_diferencial,sintetico
a822,a688,diagnostico_diferencial,sintetico
a822,a492,diagnostico_diferencial,sintetico
a822,a466,diagnostico_diferencial,sintetico
a822,a826,diagnostico_diferencial,sintetico
a822,a656,diagnostico_diferencial,sintetico
a823,a476,diagnostico_diferencial,sintetico
a823,a828,diagnostico_diferencial,sintetico
a823,a50,diagnostico_diferencial,sintetico
a823,a373,diagnostico_diferencial,sintetico
a823,a288,diagnostico_diferencial,sintetico
a824,a959,diagnostico_diferencial,sintetico
a824,a648,diagnostico_diferencial,sintetico
a824,a417,diagnostico_diferencial,sintetico
a824,a428,diagnostico_diferencial,sintetico
a824,a452,diagnostico_diferencial,sintetico
a825,a881,diagnostico_diferencial,sintetico
a825,a896,diagnostico_diferencial,sintetico
a825,a576,diagnostico_diferencial,sintetico
a825,a55,diagnostico_diferencial,sintetico
a825,a15,diagnostico_diferencial,sintetico
a826,a498,diagnostico_diferencial,sintetico
a826,a447,diagnostico_diferencial,sintetico
a826,a114,diagnostico_diferencial,sintetico
a826,a463,diagnostico_diferencial,sintetico
a826,a346,diagnostico_diferencial,sintetico
a827,a254,diagnostico_diferencial,sintetico
a827,a197,diagnostico_diferencial,sintetico
a827,a737,diagnostico_diferencial,sintetico
a827,a637,diagnostico_diferencial,sintetico
a827,a43,diagnostico_diferencial,sintetico
a828,a195,diagnostico_diferencial,sintetico
a828,a138,diagnostico_diferencial,sintetico
a828,a112,diagnostico_diferencial,sintetico
a828,a159,diagnostico_diferencial,sintetico
a828,a424,diagnostico_diferencial,sintetico
a829,a358,diagnostico_diferencial,sintetico
a829,a999,diagnostico_diferencial,sintetico
a829,a622,diagnostico_diferencial,sintetico
a829,a65,diagnostico_diferencial,sintetico
a829,a296,diagnostico_diferencial,sintetico
a830,a693,diagnostico_diferencial,sintetico
a830,a331,diagnostico_diferencial,sintetico
a830,a276,diagnostico_diferencial,sintetico
a830,a290,diagnostico_diferencial,sintetico
a830,a96,diagnostico_diferencial,sintetico
a831,a409,diagnostico_diferencial,sintetico
a831,a267,diagnostico_diferencial,sintetico
a831,a809,diagnostico_diferencial,sintetico
a831,a859,diagnostico_diferencial,sintetico
a831,a205,diagnostico_diferencial,sintetico
a832,a161,diagnostico_diferencial,sintetico
a832,a950,diagnostico_diferencial,sintetico
a832,a270,diagnostico_diferencial,sintetico
a832,a757,diagnostico_diferencial,sintetico
a832,a829,diagnostico_diferencial,sintetico
a833,a928,diagnostico_diferencial,sintetico
a833,a208,diagnostico_diferencial,sintetico
a833,a293,diagnostico_diferencial,sintetico
a833,a861,diagnostico_diferencial,sintetico
a833,a627,diagnostico_diferencial,sintetico
a834,a780,diagnostico_diferencial,sintetico
a834,a317,diagnostico_diferencial,sintetico
a834,a659,diagnostico_diferencial,sintetico
a834,a786,diagnostico_diferencial,sintetico
a834,a937,diagnostico_diferencial,sintetico
a835,a696,diagnostico_diferencial,sintetico
a835,a142,diagnostico_diferencial,sintetico
a835,a298,diagnostico_diferencial,sintetico
a835,a452,diagnostico_diferencial,sintetico
a835,a954,diagnostico_diferencial,sintetico
a836,a134,diagnostico_diferencial,sintetico
a836,a952,diagnostico_diferencial,sintetico
a836,a483,diagnostico_diferencial,sintetico
a836,a772,diagnostico_diferencial,sintetico
a836,a535,diagnostico_diferencial,sintetico
a837,a987,diagnostico_diferencial,sintetico
a837,a415,diagnostico_diferencial,sintetico
a837,a400,diagnostico_diferencial,sintetico
a837,a289,diagnostico_diferencial,sintetico
a837,a328,diagnostico_diferencial,sintetico
a838,a898,diagnostico_diferencial,sintetico
a838,a101,diagnostico_diferencial,sintetico
a838,a851,diagnostico_diferencial,sintetico
a838,a134,diagnostico_diferencial,sintetico
a838,a964,diagnostico_diferencial,sintetico
a839,a527,diagnostico_diferencial,sintetico
a839,a50,diagnostico_diferencial,sintetico
a839,a372,diagnostico_diferencial,sintetico
a839,a389,diagnostico_diferencial,sintetico
a839,a515,diagnostico_diferencial,sintetico
a840,a787,diagnostico_diferencial,sintetico
a840,a358,diagnostico_diferencial,sintetico
a840,a669,diagnostico_diferencial,sintetico
a840,a602,diagnostico_diferencial,sintetico
a840,a172,diagnostico_diferencial,sintetico
a841,a570,diagnostico_diferencial,sintetico
a841,a99,diagnostico_diferencial,sintetico
a841,a834,diagnostico_diferencial,sintetico
a841,a196,diagnostico_diferencial,sintetico
a841,a6,diagnostico_diferencial,sintetico
a842,a504,diagnostico_diferencial,sintetico
a842,a865,diagnostico_diferencial,sintetico
a842,a559,diagnostico_diferencial,sintetico
a842,a672,diagnostico_diferencial,sintetico
a842,a773,diagnostico_diferencial,sintetico
a843,a243,diagnostico_diferencial,sintetico
a843,a213,diagnostico_diferencial,sintetico
a843,a5,diagnostico_diferencial,sintetico
a843,a32,diagnostico_diferencial,sintetico
a843,a196,diagnostico_diferencial,sintetico
a844,a433,diagnostico_diferencial,sintetico
a844,a692,diagnostico_diferencial,sintetico
a844,a866,diagnostico_diferencial,sintetico
a844,a23,diagnostico_diferencial,sintetico
a844,a86,diagnostico_diferencial,sintetico
a845,a359,diagnostico_diferencial,sintetico
a845,a408,diagnostico_diferencial,sintetico
a845,a658,diagnostico_diferencial,sintetico
a845,a166,diagnostico_diferencial,sintetico
a845,a208,diagnostico_diferencial,sintetico
a846,a761,diagnostico_diferencial,sintetico
a846,a997,diagnostico_diferencial,sintetico
a846,a992,diagnostico_diferencial,sintetico
a846,a850,diagnostico_diferencial,sintetico
a846,a49,diagnostico_diferencial,sintetico
a847,a880,diagnostico_diferencial,sintetico
a847,a530,diagnostico_diferencial,sintetico
a847,a439,diagnostico_diferencial,sintetico
a847,a154,diagnostico_diferencial,sintetico
a847,a340,diagnostico_diferencial,sintetico
a848,a125,diagnostico_diferencial,sintetico
a848,a858,diagnostico_diferencial,sintetico
a848,a638,diagnostico_diferencial,sintetico
a848,a824,diagnostico_diferencial,sintetico
a848,a488,diagnostico_diferencial,sintetico
a849,a276,diagnostico_diferencial,sintetico
a849,a545,diagnostico_diferencial,sintetico
a849,a141,diagnostico_diferencial,sintetico
a849,a970,diagnostico_diferencial,sintetico
a849,a665,diagnostico_diferencial,sintetico
a850,a875,diagnostico_diferencial,sintetico
a850,a516,diagnostico_diferencial,sintetico
a850,a295,diagnostico_diferencial,sintetico
a850,a803,diagnostico_diferencial,sintetico
a850,a739,diagnostico_diferencial,sintetico
a851,a497,diagnostico_diferencial,sintetico
a851,a449,diagnostico_diferencial,sintetico
a851,a672,diagnostico_diferencial,sintetico
a851,a810,diagnostico_diferencial,sintetico
a851,a462,diagnostico_diferencial,sintetico
a852,a67,diagnostico_diferencial,sintetico
a852,a746,diagnostico_diferencial,sintetico
a852,a697,diagnostico_diferencial,sintetico
a852,a96,diagnostico_diferencial,sintetico
a852,a882,diagnostico_diferencial,sintetico
a853,a191,diagnostico_diferencial,sintetico
a853,a718,diagnostico_diferencial,sintetico
a853,a764,diagnostico_diferencial,sintetico
a853,a29,diagnostico_diferencial,sintetico
a853,a572,diagnostico_diferencial,sintetico
a854,a629,diagnostico_diferencial,sintetico
a854,a824,diagnostico_diferencial,sintetico
a854,a875,diagnostico_diferencial,sintetico
a854,a392,diagnostico_diferencial,sintetico
a854,a807,diagnostico_diferencial,sintetico
a855,a541,diagnostico_diferencial,sintetico
a855,a723,diagnostico_diferencial,sintetico
a855,a125,diagnostico_diferencial,sintetico
a855,a206,diagnostico_diferencial,sintetico
a855,a16,diagnostico_diferencial,sintetico
a856,a49,diagnostico_diferencial,sintetico
a856,a844,diagnostico_diferencial,sintetico
a856,a690,diagnostico_diferencial,sintetico
a856,a267,diagnostico_diferencial,sintetico
a856,a942,diagnostico_diferencial,sintetico
a857,a247,diagnostico_diferencial,sintetico
a857,a765,diagnostico_diferencial,sintetico
a857,a457,diagnostico_diferencial,sintetico
a857,a219,diagnostico_diferencial,sintetico
a857,a152,diagnostico_diferencial,sintetico
a858,a881,diagnostico_diferencial,sintetico
a858,a805,diagnostico_diferencial,sintetico
a858,a634,diagnostico_diferencial,sintetico
a858,a320,diagnostico_diferencial,sintetico
a858,a141,diagnostico_diferencial,sintetico
a859,a432,diagnostico_diferencial,sintetico
a859,a273,diagnostico_diferencial,sintetico
a859,a278,diagnostico_diferencial,sintetico
a859,a334,diagnostico_diferencial,sintetico
a859,a868,diagnostico_diferencial,sintetico
a860,a47,diagnostico_diferencial,sintetico
a860,a703,diagnostico_diferencial,sintetico
a860,a797,diagnostico_diferencial,sintetico
a860,a116,diagnostico_diferencial,sintetico
a860,a810,diagnostico_diferencial,sintetico
a861,a419,diagnostico_diferencial,sintetico
a861,a914,diagnostico_diferencial,sintetico
a861,a6,diagnostico_diferencial,sintetico
a861,a30,diagnostico_diferencial,sintetico
a861,a68,diagnostico_diferencial,sintetico
a862,a499,diagnostico_diferencial,sintetico
a862,a716,diagnostico_diferencial,sintetico
a862,a26,diagnostico_diferencial,sintetico
a862,a704,diagnostico_diferencial,sintetico
a862,a604,diagnostico_diferencial,sintetico
a863,a553,diagnostico_diferencial,sintetico
a863,a933,diagnostico_diferencial,sintetico
a863,a367,diagnostico_diferencial,sintetico
a863,a932,diagnostico_diferencial,sintetico
a863,a358,diagnostico_diferencial,sintetico
a864,a578,diagnostico_diferencial,sintetico
a864,a872,diagnostico_diferencial,sintetico
a864,a855,diagnostico_diferencial,sintetico
a864,a98,diagnostico_diferencial,sintetico
a864,a183,diagnostico_diferencial,sintetico
a865,a449,diagnostico_diferencial,sintetico
a865,a340,diagnostico_diferencial,sintetico
a865,a224,diagnostico_diferencial,sintetico
a865,a863,diagnostico_diferencial,sintetico
a865,a969,diagnostico_diferencial,sintetico
a866,a694,diagnostico_diferencial,sintetico
a866,a567,diagnostico_diferencial,sintetico
a866,a407,diagnostico_diferencial,sintetico
a866,a444,diagnostico_diferencial,sintetico
a866,a304,diagnostico_diferencial,sintetico
a867,a645,diagnostico_diferencial,sintetico
a867,a567,diagnostico_diferencial,sintetico
a867,a392,diagnostico_diferencial,sintetico
a867,a241,diagnostico_diferencial,sintetico
a867,a188,diagnostico_diferencial,sintetico
a868,a641,diagnostico_diferencial,sintetico
a868,a533,diagnostico_diferencial,sintetico
a868,a861,diagnostico_diferencial,sintetico
a868,a662,diagnostico_diferencial,sintetico
a868,a610,diagnostico_diferencial,sintetico
a869,a691,diagnostico_diferencial,sintetico
a869,a730,diagnostico_diferencial,sintetico
a869,a572,diagnostico_diferencial,sintetico
a869,a568,diagnostico_diferencial,sintetico
a869,a957,diagnostico_diferencial,sintetico
a870,a391,diagnostico_diferencial,sintetico
a870,a284,diagnostico_diferencial,sintetico
a870,a14,diagnostico_diferencial,sintetico
a870,a872,diagnostico_diferencial,sintetico
a870,a76,diagnostico_diferencial,sintetico
a871,a547,diagnostico_diferencial,sintetico
a871,a876,diagnostico_diferencial,sintetico
a871,a422,diagnostico_diferencial,sintetico
