from,to,exp,tol,peso,sensibilidad,especificidad,obligatorio
a779,x1564,0.79,0.36,0.94,0.92,0.52,True
a779,x883,0.79,0.13,0.21,0.61,0.63,False
a779,x2045,0.53,0.19,0.39,0.36,0.51,True
a779,x1168,0.69,0.36,0.91,0.54,0.59,False
a779,x2374,0.78,0.4,0.37,0.38,0.54,False
a779,x1185,0.91,0.34,0.39,0.52,0.78,True
a779,x873,0.72,0.14,0.41,0.37,0.9,False
a779,x1489,0.8,0.21,0.36,0.74,0.65,True
a779,x2029,0.77,0.18,0.53,0.72,0.87,True
a779,x1000,0.7,0.38,0.55,0.58,0.63,False
a779,x1958,0.8,0.4,0.37,0.79,0.31,True
a780,x1721,0.68,0.43,0.43,0.93,0.93,False
a780,x804,0.77,0.35,0.8,0.83,0.68,False
a780,x1117,0.58,0.5,0.33,0.66,0.31,False
a780,x2566,0.64,0.43,0.54,0.41,0.83,False
a780,x602,0.58,0.29,0.41,0.71,0.96,False
a780,x251,0.59,0.16,0.21,0.96,0.93,False
a780,x2687,0.76,0.11,0.61,0.96,0.55,True
a781,x2979,0.77,0.4,0.4,0.93,0.38,False
a781,x1983,0.76,0.15,0.72,0.69,0.43,True
a781,x163,0.98,0.42,0.92,0.72,0.21,True
a781,x1359,0.91,0.33,0.42,0.58,0.7,False
a781,x1393,0.66,0.4,0.27,0.93,0.75,True
a781,x1611,0.77,0.32,0.46,0.91,0.39,False
a781,x1062,0.82,0.12,0.78,0.99,0.9,True
a781,x2215,0.53,0.13,0.8,0.57,0.8,False
a781,x2009,0.94,0.11,0.62,0.37,0.67,False
a781,x1489,0.63,0.24,0.27,0.73,0.37,True
a781,x1071,0.98,0.43,0.42,1.0,0.41,True
a781,x2556,0.58,0.45,0.57,0.63,0.68,True
a781,x1152,0.63,0.13,0.28,0.44,0.79,False
a781,x2613,0.6,0.15,0.46,0.56,0.46,True
a781,x757,0.84,0.38,0.64,0.55,0.29,True
a781,x1708,0.86,0.26,0.21,0.67,0.22,False
a781,x2002,0.72,0.47,0.3,0.66,0.36,True
a781,x1059,0.76,0.13,0.54,0.59,0.74,False
a781,x1965,0.92,0.15,0.36,0.74,0.48,False
a782,x585,0.68,0.19,0.33,0.75,0.49,False
a782,x792,0.88,0.12,0.54,1.0,0.58,False
a782,x1083,0.74,0.13,0.61,0.43,0.79,True
a782,x2836,0.62,0.4,0.62,0.37,0.53,True
a782,x2174,0.64,0.19,0.48,0.92,0.94,False
a782,x2981,0.76,0.35,0.89,0.71,0.63,False
a782,x976,0.63,0.23,0.62,0.5,0.48,True
a782,x964,0.81,0.34,0.77,0.73,0.62,False
a782,x2448,0.54,0.16,0.45,0.44,0.69,False
a783,x1656,0.9,0.39,0.5,0.35,0.68,True
a783,x1963,0.79,0.1,0.34,0.34,0.79,False
a783,x1293,0.7,0.45,0.94,0.8,0.95,True
a783,x2735,0.92,0.35,0.26,0.74,0.96,False
a783,x1783,0.52,0.42,0.76,0.74,0.55,True
a783,x1375,0.61,0.15,0.64,0.74,0.99,True
a783,x1261,0.98,0.18,0.83,0.37,0.89,True
a783,x719,0.91,0.26,0.48,0.4,0.33,True
a783,x500,0.85,0.49,0.61,0.34,0.42,True
a784,x2960,0.86,0.32,0.65,0.93,0.32,True
a784,x2887,0.99,0.13,0.27,0.83,0.79,False
a784,x2099,0.87,0.38,0.41,0.42,0.73,False
a784,x643,0.71,0.37,0.53,0.85,0.5,True
a784,x1725,0.85,0.18,0.68,0.89,0.89,False
a784,x2540,0.92,0.11,0.78,0.72,0.81,False
a784,x2897,0.92,0.35,0.89,0.93,0.49,True
a784,x1271,0.62,0.49,0.44,0.32,0.68,True
a784,x1263,0.79,0.39,0.3,0.69,0.79,False
a784,x1809,0.63,0.27,0.59,0.76,0.39,False
a784,x789,0.94,0.25,0.89,0.49,0.52,False
a784,x1520,0.52,0.39,0.72,0.52,0.21,True
a784,x2381,0.69,0.3,0.95,0.34,0.86,False
a785,x1325,0.7,0.4,0.49,0.56,0.97,True
a785,x2219,0.83,0.24,0.45,0.93,0.94,True
a785,x171,0.57,0.25,0.46,0.93,0.46,True
a785,x2509,0.51,0.26,0.36,0.48,0.82,True
a785,x737,0.81,0.32,0.54,0.39,0.73,False
a785,x1960,0.97,0.35,0.73,0.88,0.64,True
a785,x2554,0.81,0.14,0.92,0.59,0.62,False
a786,x1140,0.86,0.31,0.88,0.66,0.9,True
a786,x2668,0.83,0.33,0.69,0.7,0.99,False
a786,x604,0.78,0.36,0.26,0.95,0.34,True
a786,x2613,0.55,0.34,0.94,0.62,1.0,True
a786,x1972,0.62,0.15,0.97,0.45,0.34,False
a786,x661,0.81,0.21,0.54,0.99,0.99,False
a786,x2683,0.61,0.5,0.25,0.44,0.48,True
a786,x2632,0.69,0.44,0.31,0.88,0.46,False
a786,x278,0.94,0.12,0.4,0.65,1.0,True
a786,x270,0.94,0.42,0.87,0.96,0.31,True
a786,x1497,0.54,0.25,0.95,0.68,0.65,True
a786,x2851,0.59,0.48,0.71,0.5,0.4,False
a786,x1269,0.52,0.34,0.22,0.52,0.22,True
a786,x2127,0.96,0.18,0.49,0.59,0.43,False
a786,x1008,0.64,0.42,0.84,0.5,0.5,True
a786,x1185,0.91,0.36,0.46,0.7,0.25,True
a787,x1684,0.53,0.3,0.4,0.45,0.65,True
a787,x2145,0.78,0.43,0.56,0.87,0.76,True
a787,x66,0.56,0.3,0.38,0.52,0.39,False
a787,x2315,0.89,0.22,0.21,0.63,0.34,False
a787,x375,0.5,0.39,0.35,0.73,0.59,False
a787,x2288,0.79,0.48,0.48,0.9,0.76,True
a787,x2168,0.86,0.12,0.65,0.57,0.93,True
a787,x1081,0.98,0.31,0.48,0.42,0.47,False
a787,x918,0.96,0.46,0.37,0.33,0.64,True
a787,x565,0.66,0.24,0.67,0.81,0.79,True
a787,x2512,0.89,0.1,0.59,0.39,0.82,False
a787,x1901,1.0,0.34,0.48,0.36,0.73,False
a787,x1180,1.0,0.25,0.92,0.95,0.49,True
a787,x2276,0.58,0.42,0.58,0.76,0.63,True
a787,x1848,0.64,0.46,0.56,0.42,0.62,False
a787,x1844,0.97,0.49,0.99,0.73,0.47,False
a787,x955,0.9,0.46,0.76,0.85,0.54,True
a787,x903,0.69,0.24,0.77,0.67,0.91,False
a788,x2254,0.56,0.48,0.76,0.73,0.93,True
a788,x49,0.69,0.21,0.4,0.65,0.71,False
a788,x1088,0.56,0.12,0.65,0.68,0.95,False
a788,x489,0.6,0.44,0.92,0.79,0.36,False
a788,x2510,0.64,0.2,0.71,0.36,0.59,True
a788,x1034,0.72,0.47,0.8,0.45,0.33,False
a788,x2610,0.82,0.15,0.27,0.59,0.65,False
a788,x787,0.63,0.15,0.47,0.93,0.98,True
a789,x2346,0.87,0.13,0.29,0.74,0.34,True
a789,x44,0.72,0.48,0.32,0.88,0.94,False
a789,x2980,0.67,0.12,0.88,0.56,0.42,True
a789,x2899,0.76,0.11,0.84,0.95,0.24,True
a789,x2025,0.59,0.35,0.64,0.55,0.32,False
a789,x2855,0.72,0.22,0.63,0.82,0.96,False
a789,x78,0.59,0.15,0.82,0.72,0.33,False
a789,x2884,0.76,0.32,0.43,0.7,0.52,True
a789,x1059,0.53,0.38,0.51,0.77,0.83,True
a789,x783,0.64,0.44,0.76,0.98,0.7,True
a789,x230,0.83,0.21,0.95,0.57,0.43,False
a789,x2225,0.73,0.1,0.22,0.39,0.63,False
a789,x2398,0.58,0.32,0.75,0.38,0.97,True
a789,x329,0.68,0.49,0.67,0.79,0.43,False
a789,x500,0.53,0.24,0.42,0.61,0.86,False
a790,x912,0.92,0.37,0.89,0.61,0.75,False
a790,x1235,0.63,0.14,0.7,0.85,0.6,True
a790,x1928,0.84,0.29,0.51,0.37,0.77,True
a790,x2490,0.76,0.39,0.78,0.72,0.61,True
a790,x2319,0.57,0.41,0.43,0.49,0.35,True
a790,x2323,0.92,0.14,0.51,0.7,0.37,True
a790,x738,0.57,0.21,0.52,0.45,0.49,True
a790,x1236,0.53,0.3,0.21,0.74,0.35,False
a790,x680,0.56,0.33,0.5,0.76,0.53,False
a790,x2974,0.97,0.16,0.85,0.63,0.91,True
a790,x859,0.64,0.36,0.53,0.42,0.27,True
a790,x1918,0.54,0.12,0.25,0.72,0.84,True
a790,x716,0.56,0.34,0.22,0.73,0.65,False
a791,x1487,0.82,0.14,0.53,0.94,0.27,False
a791,x2957,0.67,0.2,0.28,0.73,0.68,True
a791,x361,0.77,0.36,0.39,0.66,0.99,False
a791,x1107,0.9,0.23,0.35,0.32,0.45,True
a791,x1030,0.79,0.13,0.62,0.68,0.56,False
a791,x366,0.68,0.14,0.48,0.96,0.82,True
a791,x826,0.85,0.5,0.75,0.41,0.68,True
a791,x1509,0.81,0.4,0.88,0.59,0.88,False
a791,x2062,0.66,0.39,0.95,0.92,0.46,False
a791,x1118,0.8,0.34,0.73,0.98,0.39,False
a791,x2682,0.67,0.15,0.82,0.36,0.75,False
a791,x2689,0.85,0.47,0.86,0.39,0.58,False
a791,x1140,0.73,0.16,0.69,0.84,0.6,False
a791,x61,0.76,0.28,0.52,0.83,0.33,True
a791,x582,0.57,0.42,0.44,0.66,0.92,False
a791,x641,0.83,0.3,0.31,0.81,0.76,False
a791,x2227,0.85,0.32,0.46,0.74,0.93,False
a791,x2302,0.52,0.16,0.27,0.66,0.46,False
a791,x1695,0.8,0.46,0.22,0.97,0.25,True
a792,x1219,0.5,0.23,0.75,0.72,0.45,False
a792,x1903,0.86,0.14,0.44,0.62,0.43,False
a792,x1041,0.76,0.15,0.28,0.52,0.36,False
a792,x1429,0.85,0.38,0.68,0.64,0.89,True
a792,x1437,0.73,0.14,0.26,0.81,0.77,False
a792,x211,0.72,0.29,0.51,0.85,0.62,False
a792,x571,0.57,0.24,0.79,0.98,0.64,False
a792,x2068,0.94,0.3,0.21,0.99,0.57,False
a792,x1920,0.61,0.16,0.34,0.42,0.6,True
a792,x2056,0.54,0.33,0.82,0.34,0.97,False
a792,x2212,0.63,0.36,0.69,0.95,0.57,True
a792,x901,0.74,0.28,0.27,0.78,0.62,False
a792,x1264,0.99,0.24,0.62,0.53,0.98,True
a793,x584,0.92,0.34,0.43,0.33,0.67,True
a793,x605,0.73,0.35,0.59,0.42,0.49,False
a793,x1636,0.94,0.14,0.96,0.38,0.21,False
a793,x1927,0.63,0.2,0.79,0.94,0.46,True
a793,x725,0.7,0.16,0.98,0.6,0.34,True
a793,x2890,0.72,0.24,0.6,0.44,0.55,False
a793,x2721,0.57,0.39,0.39,0.7,0.96,False
a793,x1201,0.6,0.44,0.35,0.39,0.44,False
a793,x188,0.79,0.38,0.64,0.35,0.97,True
a793,x1519,0.52,0.37,0.61,0.49,0.83,False
a793,x548,0.91,0.37,0.41,0.38,0.53,True
a793,x851,0.51,0.15,0.93,0.56,0.95,True
a793,x2031,0.71,0.28,0.97,0.81,0.83,True
a793,x1452,0.58,0.35,0.4,0.89,0.43,True
a793,x1081,0.91,0.19,0.71,0.92,0.65,True
a793,x524,0.79,0.48,0.67,0.95,0.25,False
a794,x790,0.59,0.39,0.99,0.72,0.86,False
a794,x2291,0.67,0.46,0.73,0.55,0.56,True
a794,x469,0.6,0.3,0.81,0.34,0.27,True
a794,x975,0.72,0.16,0.85,0.62,0.83,True
a794,x1956,0.99,0.44,0.25,0.52,0.77,True
a794,x2483,0.78,0.13,0.99,0.77,0.25,True
a794,x2255,0.98,0.41,0.54,0.7,0.72,False
a794,x1301,0.66,0.16,0.63,0.55,0.3,False
a794,x2422,0.56,0.33,0.98,0.91,0.92,True
a794,x2564,0.97,0.17,0.97,0.48,0.79,False
a794,x115,0.86,0.11,0.52,0.6,0.54,False
a794,x1074,0.52,0.29,0.79,0.38,0.94,True
a794,x2602,0.75,0.2,0.5,0.4,0.6,True
a794,x2264,0.78,0.32,0.3,0.98,0.45,False
a794,x1764,0.94,0.4,0.77,0.95,0.94,False
a794,x1991,0.85,0.37,0.75,0.97,0.85,False
a794,x1383,0.58,0.19,0.79,0.97,0.59,True
a794,x1271,0.87,0.33,0.3,0.56,0.4,False
a794,x630,0.52,0.35,0.63,0.75,0.69,False
a795,x109,0.67,0.31,0.55,0.81,0.91,True
a795,x2452,0.9,0.31,0.83,0.88,0.25,False
a795,x1258,0.93,0.12,0.74,0.44,0.46,True
a795,x1202,0.9,0.22,0.23,0.8,0.75,False
a795,x485,0.64,0.29,0.98,0.52,0.93,False
a795,x2443,0.64,0.36,0.75,0.67,0.76,True
a796,x537,0.56,0.26,0.85,0.7,0.52,False
a796,x2401,0.51,0.23,0.26,0.96,0.31,True
a796,x1232,0.84,0.31,0.39,0.74,0.99,False
a796,x1527,0.53,0.27,0.53,0.81,0.82,False
a796,x1476,0.88,0.22,0.69,0.73,0.97,True
a796,x2395,0.67,0.43,0.77,0.41,0.7,False
a796,x2280,0.54,0.26,0.52,0.46,0.74,True
a796,x889,0.92,0.16,0.31,0.3,0.5,True
a796,x3000,0.8,0.45,0.81,0.79,0.66,False
a796,x2561,0.51,0.29,0.23,0.92,1.0,True
a796,x525,0.84,0.1,0.24,0.95,0.24,True
a796,x2673,0.8,0.32,0.66,0.84,0.39,False
a796,x1170,0.54,0.15,0.87,0.62,0.43,True
a796,x1638,0.89,0.46,0.27,0.73,0.92,True
a796,x1305,0.83,0.35,0.58,0.74,0.67,True
a796,x2525,0.93,0.35,0.53,0.64,0.92,True
a796,x2680,0.84,0.23,0.66,0.47,0.98,True
a796,x2859,0.77,0.3,0.94,0.43,0.33,False
a797,x661,0.86,0.44,0.66,0.3,0.44,False
a797,x2404,0.53,0.19,0.81,0.73,0.33,True
a797,x348,0.67,0.32,0.54,0.99,0.26,True
a797,x2282,0.95,0.47,0.68,0.36,0.92,True
a797,x1870,0.75,0.12,0.74,0.33,0.93,False
a797,x289,0.95,0.49,0.65,0.74,0.51,True
a797,x1886,0.86,0.3,0.83,0.4,0.72,False
a797,x2999,0.83,0.14,0.97,0.45,0.35,True
a797,x2555,0.81,0.47,0.4,0.87,0.95,False
a797,x17,0.77,0.15,0.89,0.36,0.91,True
a797,x2099,0.56,0.43,0.21,0.61,0.73,False
a797,x748,0.84,0.14,0.65,0.58,0.61,True
a797,x831,0.58,0.34,0.99,0.95,0.9,True
a798,x2082,0.65,0.13,0.74,0.45,0.3,False
a798,x742,0.79,0.32,0.8,0.87,0.51,True
a798,x2587,0.97,0.25,0.21,0.62,1.0,True
a798,x2655,0.53,0.19,0.49,0.51,0.94,True
a798,x1467,0.69,0.44,0.49,0.43,0.87,True
a798,x268,0.6,0.47,0.81,0.86,0.2,True
a798,x1451,0.8,0.21,0.89,0.79,0.36,True
a798,x1884,0.55,0.22,0.23,0.76,0.29,True
a798,x1095,0.73,0.19,0.32,0.69,0.24,True
a798,x878,0.98,0.35,0.72,0.55,0.45,False
a798,x1532,0.99,0.1,0.8,0.74,0.29,False
a799,x2148,0.69,0.2,0.92,0.48,0.4,True
a799,x2667,0.6,0.47,0.24,0.78,0.64,True
a799,x2025,0.77,0.34,0.5,0.53,0.25,False
a799,x2231,0.6,0.23,0.41,0.41,0.36,False
a799,x1577,0.69,0.48,0.97,0.59,0.38,False
a800,x1056,0.52,0.29,0.27,0.7,0.71,True
a800,x1923,0.85,0.39,0.22,0.83,0.32,False
a800,x1605,0.61,0.11,0.6,0.82,0.81,False
a800,x2127,0.69,0.23,0.52,0.87,0.93,True
a800,x508,0.88,0.32,0.98,0.43,0.76,True
a800,x1322,0.78,0.27,0.83,0.35,0.68,True
a800,x1405,0.86,0.4,0.47,0.72,0.88,True
a800,x2528,0.56,0.11,0.79,0.65,0.38,True
a800,x2963,0.99,0.34,0.47,0.72,0.64,True
a800,x271,0.64,0.42,0.79,0.72,0.91,True
a800,x2978,0.88,0.37,0.26,0.77,0.53,False
a800,x284,0.9,0.38,0.98,0.53,0.22,True
a800,x226,0.61,0.31,0.63,0.8,0.65,True
a800,x424,0.54,0.22,0.68,0.82,0.52,False
a800,x2251,0.72,0.21,0.71,0.3,0.27,False
a800,x2936,0.87,0.21,0.42,0.33,0.25,True
a800,x344,0.76,0.39,0.76,0.33,0.67,True
a801,x1218,0.81,0.12,0.57,0.65,0.99,False
a801,x1253,0.53,0.37,0.89,0.38,0.22,True
a801,x1873,0.98,0.26,0.35,0.32,0.58,True
a801,x2134,0.57,0.46,0.85,0.75,0.37,True
a801,x2174,0.51,0.18,0.87,0.61,0.42,False
a801,x1091,0.77,0.43,0.78,0.38,0.34,False
a801,x68,0.52,0.13,1.0,0.39,0.62,False
a801,x763,0.57,0.43,0.57,0.75,0.66,False
a801,x2420,0.71,0.12,0.42,0.34,0.76,False
a801,x106,0.58,0.33,0.25,0.76,0.62,False
a802,x836,0.65,0.25,0.48,0.66,0.79,True
a802,x2940,0.52,0.41,0.39,0.88,0.71,False
a802,x2163,0.54,0.49,0.31,0.93,0.49,False
a802,x2638,0.89,0.45,0.8,0.34,0.29,False
a802,x91,0.5,0.14,0.32,0.39,0.81,False
a802,x1430,0.95,0.12,0.3,0.84,0.35,False
a802,x1322,0.61,0.48,0.49,0.61,0.92,True
a802,x2186,0.99,0.19,0.29,0.72,0.6,True
a802,x2777,0.7,0.48,0.36,0.94,0.69,False
a802,x1884,0.73,0.1,0.57,0.67,0.73,False
a803,x652,0.78,0.48,0.77,0.65,0.46,False
a803,x2770,0.97,0.25,0.33,0.54,0.53,True
a803,x745,0.62,0.48,0.69,0.36,0.27,False
a803,x2034,0.64,0.22,0.8,0.5,0.37,False
a803,x696,0.83,0.3,0.78,0.35,0.83,False
a803,x2783,0.68,0.3,0.95,0.46,0.42,False
a803,x2706,0.63,0.34,0.96,0.92,0.96,True
a803,x496,0.95,0.43,0.72,0.46,0.25,True
a803,x175,0.89,0.43,0.52,0.55,0.56,True
a803,x1719,0.65,0.26,0.51,0.33,0.9,False
a803,x1178,0.89,0.16,0.58,0.8,0.31,False
a803,x277,0.92,0.14,0.98,0.35,0.55,False
a803,x1121,0.83,0.34,0.53,0.96,0.54,True
a803,x1506,0.52,0.31,0.37,0.34,0.82,False
a803,x864,0.66,0.38,0.41,0.46,0.58,False
a803,x1142,0.71,0.41,0.6,0.91,0.23,False
a803,x66,0.66,0.33,0.35,0.77,0.86,True
a803,x445,0.63,0.31,0.69,0.45,0.89,False
a803,x2290,0.78,0.11,0.63,0.64,0.61,True
a804,x2221,0.83,0.25,0.51,0.35,0.58,True
a804,x308,0.93,0.31,1.0,0.57,0.91,False
a804,x1833,0.84,0.38,0.73,0.38,0.56,True
a804,x1274,0.75,0.36,0.32,0.33,0.68,False
a804,x626,0.58,0.36,0.82,0.42,0.47,False
a804,x694,0.98,0.48,0.51,0.56,0.65,False
a804,x534,0.52,0.32,0.54,0.3,0.5,True
a804,x1117,0.87,0.2,0.83,0.55,0.26,True
a804,x853,0.99,0.17,0.21,0.67,0.75,True
a804,x1102,0.65,0.27,0.61,0.99,0.82,False
a804,x1918,0.79,0.2,0.29,0.64,0.66,True
a804,x1338,0.87,0.28,0.49,0.83,0.63,True
a804,x1217,0.63,0.44,0.82,0.91,0.53,True
a804,x1604,0.51,0.41,0.42,0.86,0.32,False
a804,x154,0.8,0.35,0.92,0.56,0.4,True
a805,x58,0.82,0.28,0.86,0.48,0.71,False
a805,x760,0.55,0.19,0.93,0.46,0.77,False
a805,x2464,0.98,0.48,0.75,0.35,0.59,False
a805,x2596,0.73,0.16,0.27,0.84,0.63,False
a805,x199,0.59,0.33,0.72,0.61,0.48,False
a805,x127,0.53,0.42,0.89,0.98,0.42,False
a805,x150,0.86,0.34,0.61,0.99,0.58,False
a805,x102,0.76,0.42,0.29,0.37,0.54,True
a805,x2690,0.91,0.11,0.63,0.67,0.68,False
a805,x2395,0.77,0.16,0.87,0.67,1.0,True
a805,x2361,0.61,0.36,0.81,0.79,0.89,True
a805,x1203,0.76,0.47,0.76,0.53,0.52,True
a806,x1249,0.7,0.2,0.65,0.85,0.38,False
a806,x2461,0.7,0.2,0.86,0.66,0.93,False
a806,x2628,0.68,0.48,0.49,0.81,0.33,False
a806,x2099,0.85,0.49,0.42,0.4,0.27,True
a806,x12,0.78,0.22,0.62,0.63,0.37,True
a806,x18,0.84,0.25,0.41,0.64,0.59,False
a806,x2948,0.51,0.25,0.8,0.73,0.52,True
a806,x1314,0.6,0.15,0.22,0.93,0.28,False
a806,x2478,0.82,0.2,0.23,0.74,0.69,False
a806,x426,0.74,0.29,0.76,0.71,0.35,False
a806,x2856,0.96,0.44,0.35,0.79,0.46,True
a806,x2213,0.92,0.38,0.82,0.7,0.49,True
a806,x1986,0.58,0.49,0.99,0.76,0.66,False
a806,x2205,0.98,0.46,0.39,0.4,0.39,True
a807,x2496,0.6,0.24,0.84,0.77,0.62,True
a807,x2772,0.78,0.28,0.72,0.38,0.22,False
a807,x298,0.85,0.47,0.96,0.95,0.4,True
a807,x1490,0.96,0.24,0.31,0.5,0.45,False
a807,x1214,0.72,0.37,0.54,0.35,0.35,True
a807,x1118,0.61,0.21,0.53,0.98,0.92,True
a807,x1043,0.97,0.23,0.91,0.76,0.26,True
a807,x1941,0.62,0.28,0.89,0.45,0.22,False
a807,x662,0.67,0.42,0.6,0.3,0.31,False
a807,x954,0.51,0.4,0.53,0.8,0.54,True
a807,x2217,0.92,0.42,0.31,0.96,1.0,True
a807,x178,0.65,0.35,0.89,0.92,0.36,True
a807,x48,0.54,0.45,0.31,0.67,0.97,True
a807,x1429,0.62,0.43,0.85,0.78,0.61,False
a807,x2088,0.76,0.36,0.58,0.36,0.69,True
a807,x1189,0.72,0.5,0.41,0.91,0.49,True
a807,x1883,0.51,0.1,0.22,0.49,0.64,False
a807,x530,0.9,0.39,0.38,0.9,0.33,False
a808,x80,0.99,0.2,0.65,0.99,0.98,False
a808,x2157,0.52,0.1,0.32,0.59,0.64,False
a808,x1190,0.87,0.32,0.3,0.33,0.47,True
a808,x351,0.84,0.44,0.56,0.65,0.34,True
a808,x991,0.77,0.21,0.47,0.88,0.25,False
a808,x2307,0.97,0.11,0.69,0.56,0.39,True
a808,x2335,0.94,0.14,0.7,0.5,0.27,False
a808,x589,0.82,0.44,0.29,0.97,0.28,True
a809,x1896,0.88,0.18,0.34,0.74,0.93,False
a809,x1156,0.55,0.25,0.86,0.89,0.26,True
a809,x2864,0.89,0.35,0.25,0.46,0.2,True
a809,x1808,0.68,0.39,0.25,0.76,0.39,False
a809,x1170,0.62,0.19,0.22,0.81,0.92,True
a809,x619,1.0,0.49,0.58,0.51,0.54,False
a809,x688,0.67,0.41,1.0,0.64,0.83,False
a809,x2837,0.9,0.14,0.21,0.6,0.39,True
a809,x2036,0.71,0.32,0.25,0.59,0.76,True
a809,x1984,0.53,0.45,0.29,0.91,0.93,True
a809,x996,0.99,0.11,0.74,0.89,0.28,True
a809,x2246,0.58,0.48,0.25,0.63,0.74,True
a810,x2019,0.71,0.22,0.48,0.35,0.92,True
a810,x2244,0.94,0.31,0.26,0.34,0.94,False
a810,x988,0.5,0.49,0.29,0.46,0.77,False
a810,x1609,0.75,0.14,0.86,0.85,0.83,True
a810,x2253,0.85,0.36,0.59,0.95,0.22,False
a810,x491,0.58,0.31,0.5,0.39,0.38,True
a810,x2982,0.51,0.13,0.78,0.78,0.52,True
a810,x1051,0.6,0.26,0.85,0.68,0.69,False
a811,x901,0.62,0.5,0.49,0.48,0.48,False
a811,x2478,0.76,0.24,0.78,0.3,0.25,False
a811,x279,0.71,0.49,0.55,0.95,0.54,True
a811,x2936,0.79,0.31,0.75,0.87,0.8,True
a811,x2349,0.54,0.46,0.59,0.93,0.41,True
a811,x877,0.71,0.34,0.33,0.52,0.22,True
a811,x772,0.84,0.25,0.79,0.99,0.85,True
a811,x321,0.79,0.28,0.53,0.7,0.41,True
a811,x2619,0.83,0.12,0.36,0.45,0.22,True
a811,x914,0.86,0.29,0.89,0.86,0.84,False
a811,x2723,0.89,0.16,0.46,0.56,0.63,True
a811,x403,0.84,0.18,0.32,0.31,0.41,True
a811,x2200,0.75,0.15,0.21,0.89,0.41,False
a811,x2425,0.84,0.38,0.22,0.44,0.39,True
a811,x336,0.76,0.14,0.77,0.65,0.87,True
a812,x1670,0.7,0.15,0.95,0.76,0.28,True
a812,x2651,0.75,0.32,0.29,0.67,0.32,False
a812,x768,0.68,0.29,1.0,0.98,0.42,False
a812,x1805,0.93,0.45,0.81,0.82,0.84,False
a812,x2882,0.95,0.29,0.69,0.68,0.77,False
a812,x2740,0.82,0.42,0.9,0.97,0.69,False
a813,x2069,0.58,0.24,0.41,0.59,0.56,True
a813,x594,0.76,0.27,0.35,0.46,0.93,False
a813,x566,0.59,0.49,0.96,0.96,0.62,False
a813,x654,0.54,0.38,0.45,0.77,0.73,True
a813,x2311,0.78,0.38,0.22,0.48,0.56,False
a813,x1633,0.74,0.26,0.74,0.62,0.72,True
a813,x2551,0.99,0.19,0.36,0.61,0.24,True
a813,x1053,0.99,0.25,0.56,0.35,0.22,False
a813,x2967,0.51,0.4,0.85,0.94,0.8,True
a813,x2628,0.91,0.27,0.5,0.34,0.35,False
a814,x518,0.93,0.45,0.37,0.59,0.34,False
a814,x2693,0.63,0.48,0.38,0.82,0.65,False
a814,x1696,0.91,0.34,0.9,0.33,0.94,True
a814,x2600,0.94,0.21,0.92,0.52,0.34,True
a814,x488,0.91,0.22,0.31,0.78,0.72,True
a814,x2330,0.72,0.43,0.59,0.91,0.75,True
a814,x1464,0.56,0.14,0.87,0.59,0.45,False
a814,x2741,0.7,0.2,0.44,0.54,0.48,True
a814,x2694,0.72,0.12,1.0,0.75,0.26,True
a814,x1005,0.6,0.17,0.76,0.32,0.32,False
a814,x995,0.59,0.27,0.41,0.44,0.32,False
a814,x1042,0.87,0.44,0.7,0.52,0.27,False
a814,x1729,0.77,0.42,0.98,0.53,0.31,False
a814,x2274,0.79,0.11,0.95,0.38,0.55,False
a815,x2769,0.57,0.13,0.36,1.0,0.28,True
a815,x734,0.92,0.13,0.52,0.38,0.73,True
a815,x2873,0.8,0.48,0.66,0.61,0.57,True
a815,x2847,0.59,0.1,0.3,0.93,0.35,True
a815,x2319,0.75,0.25,0.32,0.91,0.31,False
a815,x2447,0.97,0.13,0.55,0.49,0.3,False
a816,x175,0.62,0.38,0.71,0.31,0.91,False
a816,x1697,0.64,0.42,0.96,0.67,0.59,True
a816,x2388,0.67,0.29,0.25,0.46,0.61,True
a816,x1004,0.73,0.3,0.63,0.3,0.27,False
a816,x2783,0.9,0.33,0.72,0.84,0.77,True
a816,x1138,0.78,0.23,0.97,0.6,0.48,True
a816,x2071,0.63,0.19,0.7,0.96,0.29,True
a816,x457,0.81,0.26,0.33,0.52,0.54,True
a816,x306,0.7,0.41,0.81,0.87,0.28,False
a816,x465,0.59,0.41,0.8,0.69,0.62,False
a817,x2323,0.74,0.49,0.71,0.84,0.4,True
a817,x1181,0.87,0.42,0.32,0.83,0.6,True
a817,x1649,0.68,0.16,0.48,0.77,0.87,False
a817,x2290,0.87,0.49,0.55,0.74,0.77,True
a817,x2811,0.7,0.19,0.98,0.86,0.69,True
a817,x1059,0.81,0.43,0.49,0.66,0.25,True
a817,x1368,0.73,0.36,0.45,0.49,0.33,True
a817,x1688,0.82,0.41,0.44,0.78,0.6,True
a817,x713,0.92,0.33,0.95,0.59,0.67,True
a817,x1650,0.71,0.43,0.41,0.41,0.57,True
a817,x2578,0.63,0.11,0.9,0.37,0.32,False
a817,x1592,0.65,0.27,0.98,0.37,0.62,True
a817,x612,0.68,0.44,0.97,0.51,0.48,False
a817,x2802,0.68,0.48,0.88,0.39,0.28,True
a817,x61,0.58,0.18,0.63,0.93,0.31,False
a817,x974,0.54,0.35,0.85,0.35,0.71,True
a817,x1293,0.98,0.45,0.27,0.73,0.94,False
